"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"ALG1" "OTHER" "1" "ALG1" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1350" "YBR110W" "S000000314" "ORF"
"IZH3" "OTHER" "1" "IZH3" "S. cerevisiae" "Implicated in Zinc Homeostasis" "1632" "YLR023C" "S000004013" "ORF"
"ATG8" "OTHER" "1" "ATG8" "S. cerevisiae" "AuTophaGy related" "354" "YBL078C" "S000000174" "ORF"
"ERV25" "OTHER" "1" "ERV25" "S. cerevisiae" "ER Vesicle" "636" "YML012W" "S000004473" "ORF"
"NVJ1" "OTHER" "1" "NVJ1" "S. cerevisiae" "Nucleus-Vacuole Junction" "966" "YHR195W" "S000001238" "ORF"
"RPN1" "OTHER" "1" "RPN1" "S. cerevisiae" "Regulatory Particle Non-ATPase" "2982" "YHR027C" "S000001069" "ORF"
"MON2" "OTHER" "1" "MON2" "S. cerevisiae" "MONensin sensitivity" "4911" "YNL297C" "S000005241" "ORF"
"YPS1" "OTHER" "1" "YPS1" "S. cerevisiae" "YaPSin" "1710" "YLR120C" "S000004110" "ORF"
"CPR5" "OTHER" "1" "CPR5" "S. cerevisiae" "Cyclosporin-sensitive Proline Rotamase" "678" "YDR304C" "S000002712" "ORF"
"PBN1" "OTHER" "1" "PBN1" "S. cerevisiae" "Protease B Non-derepressible" "1251" "YCL052C" "S000000557" "ORF"
"OLE1" "OTHER" "1" "OLE1" "S. cerevisiae" "OLEic acid requiring" "1533" "YGL055W" "S000003023" "ORF"
"MNL1" "OTHER" "1" "MNL1" "S. cerevisiae" "MaNnosidase-Like protein" "2391" "YHR204W" "S000001247" "ORF"
"ERG27" "OTHER" "1" "ERG27" "S. cerevisiae" "ERGosterol biosynthesis" "1044" "YLR100W" "S000004090" "ORF"
"PLB3" "OTHER" "1" "PLB3" "S. cerevisiae" "PhosphoLipase B" "2061" "YOL011W" "S000005371" "ORF"
"YDR222W" "OTHER" "1" "" "S. cerevisiae" "" "1248" "YDR222W" "S000002630" "ORF"
"ARF1" "OTHER" "1" "ARF1" "S. cerevisiae" "ADP-Ribosylation Factor" "546" "YDL192W" "S000002351" "ORF"
"PGC1" "OTHER" "1" "PGC1" "S. cerevisiae" "Phosphatidyl Glycerol phospholipase C" "966" "YPL206C" "S000006127" "ORF"
"MPD2" "OTHER" "1" "MPD2" "S. cerevisiae" "Multicopy suppressor of PDI1 deletion" "834" "YOL088C" "S000005448" "ORF"
"CAB5" "OTHER" "1" "CAB5" "S. cerevisiae" "" "726" "YDR196C" "S000002604" "ORF"
"PIL1" "OTHER" "1" "PIL1" "S. cerevisiae" "Phosphorylation Inhibited by Long chain bases" "1020" "YGR086C" "S000003318" "ORF"
"MSC7" "OTHER" "1" "MSC7" "S. cerevisiae" "Meiotic Sister-Chromatid recombination" "1935" "YHR039C" "S000001081" "ORF"
"UBX3" "OTHER" "1" "UBX3" "S. cerevisiae" "UBiquitin regulatory X" "1368" "YDL091C" "S000002249" "ORF"
"GEF1" "OTHER" "1" "GEF1" "S. cerevisiae" "Glycerol Ethanol, Ferric requiring" "2340" "YJR040W" "S000003801" "ORF"
"CWH41" "OTHER" "1" "CWH41" "S. cerevisiae" "Calcofluor White Hypersensitive" "2502" "YGL027C" "S000002995" "ORF"
"GTT1" "OTHER" "1" "GTT1" "S. cerevisiae" "GlutaThione Transferase" "705" "YIR038C" "S000001477" "ORF"
"SEC63" "OTHER" "1" "SEC63" "S. cerevisiae" "SECretory" "1992" "YOR254C" "S000005780" "ORF"
"SUR2" "OTHER" "1" "SUR2" "S. cerevisiae" "SUppressor of Rvs161 and rvs167 mutations" "1050" "YDR297W" "S000002705" "ORF"
"APM3" "OTHER" "1" "APM3" "S. cerevisiae" "clathrin Adaptor Protein complex Medium chain" "1452" "YBR288C" "S000000492" "ORF"
"NTE1" "OTHER" "1" "NTE1" "S. cerevisiae" "Neuropathy Target Esterase" "5040" "YML059C" "S000004524" "ORF"
"DGA1" "OTHER" "1" "DGA1" "S. cerevisiae" "DiacylGlycerol Acyltransferase" "1257" "YOR245C" "S000005771" "ORF"
"KAP95" "OTHER" "1" "KAP95" "S. cerevisiae" "KAryoPherin" "2586" "YLR347C" "S000004339" "ORF"
"GWT1" "OTHER" "1" "GWT1" "S. cerevisiae" "GPI-anchored Wall protein Transfer" "1473" "YJL091C" "S000003627" "ORF"
"TRS33" "OTHER" "1" "TRS33" "S. cerevisiae" "TRapp Subunit" "807" "YOR115C" "S000005641" "ORF"
"YGR130C" "OTHER" "1" "" "S. cerevisiae" "" "2451" "YGR130C" "S000003362" "ORF"
"PMR1" "OTHER" "1" "PMR1" "S. cerevisiae" "Plasma Membrane ATPase Related" "2853" "YGL167C" "S000003135" "ORF"
"SRP14" "OTHER" "1" "SRP14" "S. cerevisiae" "Signal Recognition Particle" "441" "YDL092W" "S000002250" "ORF"
"LAC1" "OTHER" "1" "LAC1" "S. cerevisiae" "Longevity-Assurance gene Cognate (LAG1 Cognate)" "1257" "YKL008C" "S000001491" "ORF"
"SFB3" "OTHER" "1" "SFB3" "S. cerevisiae" "Sed Five Binding" "2790" "YHR098C" "S000001140" "ORF"
"DDP1" "OTHER" "1" "DDP1" "S. cerevisiae" "Diadenosine and Diphosphoinositol Polyphosphate phosphohydrolase" "567" "YOR163W" "S000005689" "ORF"
"PRY3" "OTHER" "1" "PRY3" "S. cerevisiae" "Pathogen Related in Yeast" "2646" "YJL078C" "S000003614" "ORF"
"CSG2" "OTHER" "1" "CSG2" "S. cerevisiae" "Calcium Sensitive Growth" "1233" "YBR036C" "S000000240" "ORF"
"ALG5" "OTHER" "1" "ALG5" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1005" "YPL227C" "S000006148" "ORF"
"GCS1" "OTHER" "1" "GCS1" "S. cerevisiae" "Growth Cold Sensitive" "1059" "YDL226C" "S000002385" "ORF"
"SWH1" "OTHER" "1" "SWH1" "S. cerevisiae" "" "3567" "YAR042W" "S000000081" "ORF"
"GYP1" "OTHER" "1" "GYP1" "S. cerevisiae" "Gtpase-activating protein for YPt1p" "1914" "YOR070C" "S000005596" "ORF"
"ARE2" "OTHER" "1" "ARE2" "S. cerevisiae" "Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme" "1929" "YNR019W" "S000005302" "ORF"
"SHR3" "OTHER" "1" "SHR3" "S. cerevisiae" "Super high Histidine Resistant" "633" "YDL212W" "S000002371" "ORF"
"EMP24" "OTHER" "1" "EMP24" "S. cerevisiae" "EndoMembrane Protein" "612" "YGL200C" "S000003168" "ORF"
"GET1" "OTHER" "1" "GET1" "S. cerevisiae" "Guided Entry of Tail-anchored proteins" "708" "YGL020C" "S000002988" "ORF"
"OST1" "OTHER" "1" "OST1" "S. cerevisiae" "OligoSaccharylTransferase" "1431" "YJL002C" "S000003539" "ORF"
"JEM1" "OTHER" "1" "JEM1" "S. cerevisiae" "DnaJ-like protein of the ER Membrane" "1938" "YJL073W" "S000003609" "ORF"
"ORM2" "OTHER" "1" "ORM2" "S. cerevisiae" "" "651" "YLR350W" "S000004342" "ORF"
"YBR096W" "OTHER" "1" "" "S. cerevisiae" "" "693" "YBR096W" "S000000300" "ORF"
"IZH1" "OTHER" "1" "IZH1" "S. cerevisiae" "Implicated in Zinc Homeostasis" "951" "YDR492W" "S000002900" "ORF"
"SBH2" "OTHER" "1" "SBH2" "S. cerevisiae" "Sec61 beta homolog 2" "267" "YER019C-A" "S000002127" "ORF"
"SEC66" "OTHER" "1" "SEC66" "S. cerevisiae" "SECretory" "621" "YBR171W" "S000000375" "ORF"
"BUG1" "OTHER" "1" "BUG1" "S. cerevisiae" "Binder of USO1 and GRH1" "1026" "YDL099W" "S000002257" "ORF"
"YEL043W" "OTHER" "1" "" "S. cerevisiae" "" "2871" "YEL043W" "S000000769" "ORF"
"HLJ1" "OTHER" "1" "HLJ1" "S. cerevisiae" "HomoLogous to E. coli dnaJ protein" "675" "YMR161W" "S000004771" "ORF"
"DPM1" "OTHER" "1" "DPM1" "S. cerevisiae" "Dolichol Phosphate Mannose synthase" "804" "YPR183W" "S000006387" "ORF"
"PHS1" "OTHER" "1" "PHS1" "S. cerevisiae" "PTPLA Homolog involved in Sphingolipid biosynthesis 1" "654" "YJL097W" "S000003633" "ORF"
"ERV14" "OTHER" "1" "ERV14" "S. cerevisiae" "ER Vesicle" "417" "YGL054C" "S000003022" "ORF"
"ARE2" "OTHER" "1" "ARE2" "S. cerevisiae" "Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme" "1929" "YNR019W" "S000005302" "ORF"
"COG1" "OTHER" "1" "COG1" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "1254" "YGL223C" "S000003191" "ORF"
"ERO1" "OTHER" "1" "ERO1" "S. cerevisiae" "ER Oxidation or Endoplasmic Reticulum Oxidoreductin" "1692" "YML130C" "S000004599" "ORF"
"ALG5" "OTHER" "1" "ALG5" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1005" "YPL227C" "S000006148" "ORF"
"INP54" "OTHER" "1" "INP54" "S. cerevisiae" "INositol polyphosphate 5-Phosphatase" "1155" "YOL065C" "S000005426" "ORF"
"CSG2" "OTHER" "1" "CSG2" "S. cerevisiae" "Calcium Sensitive Growth" "1233" "YBR036C" "S000000240" "ORF"
"SFB3" "OTHER" "1" "SFB3" "S. cerevisiae" "Sed Five Binding" "2790" "YHR098C" "S000001140" "ORF"
"SWH1" "OTHER" "1" "SWH1" "S. cerevisiae" "" "3567" "YAR042W" "S000000081" "ORF"
"ERP4" "OTHER" "1" "ERP4" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "624" "YOR016C" "S000005542" "ORF"
"GUP1" "OTHER" "1" "GUP1" "S. cerevisiae" "Glycerol UPtake" "1683" "YGL084C" "S000003052" "ORF"
"COG1" "OTHER" "1" "COG1" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "1254" "YGL223C" "S000003191" "ORF"
"PHO80" "OTHER" "1" "PHO80" "S. cerevisiae" "PHOsphate metabolism" "882" "YOL001W" "S000005361" "ORF"
"ERG29" "OTHER" "1" "ERG29" "S. cerevisiae" "ERGosterol biosynthesis" "714" "YMR134W" "S000004741" "ORF"
"DPM1" "OTHER" "1" "DPM1" "S. cerevisiae" "Dolichol Phosphate Mannose synthase" "804" "YPR183W" "S000006387" "ORF"
"ERG4" "OTHER" "1" "ERG4" "S. cerevisiae" "ERGosterol biosynthesis" "1422" "YGL012W" "S000002980" "ORF"
"PHO91" "OTHER" "1" "PHO91" "S. cerevisiae" "PHOsphate metabolism" "2685" "YNR013C" "S000005296" "ORF"
"PDI1" "OTHER" "1" "PDI1" "S. cerevisiae" "Protein Disulfide Isomerase" "1569" "YCL043C" "S000000548" "ORF"
"KAR5" "OTHER" "1" "KAR5" "S. cerevisiae" "KARyogamy" "1515" "YMR065W" "S000004669" "ORF"
"ROT2" "OTHER" "1" "ROT2" "S. cerevisiae" "Reversal Of Tor2 lethality" "2865" "YBR229C" "S000000433" "ORF"
"PKR1" "OTHER" "1" "PKR1" "S. cerevisiae" "Pichia farinosa Killer toxin Resistance" "369" "YMR123W" "S000004730" "ORF"
"GEA1" "OTHER" "1" "GEA1" "S. cerevisiae" "Guanine nucleotide Exchange on ARF" "4227" "YJR031C" "S000003792" "ORF"
"HOR7" "OTHER" "1" "HOR7" "S. cerevisiae" "HyperOsmolarity-Responsive" "180" "YMR251W-A" "S000004864" "ORF"
"SBH2" "OTHER" "1" "SBH2" "S. cerevisiae" "Sec61 beta homolog 2" "267" "YER019C-A" "S000002127" "ORF"
"FAR8" "OTHER" "1" "FAR8" "S. cerevisiae" "Factor ARrest" "1572" "YMR029C" "S000004631" "ORF"
"ROT2" "OTHER" "1" "ROT2" "S. cerevisiae" "Reversal Of Tor2 lethality" "2865" "YBR229C" "S000000433" "ORF"
"PHO86" "OTHER" "1" "PHO86" "S. cerevisiae" "PHOsphate metabolism" "936" "YJL117W" "S000003653" "ORF"
"DDP1" "OTHER" "1" "DDP1" "S. cerevisiae" "Diadenosine and Diphosphoinositol Polyphosphate phosphohydrolase" "567" "YOR163W" "S000005689" "ORF"
"BUG1" "OTHER" "1" "BUG1" "S. cerevisiae" "Binder of USO1 and GRH1" "1026" "YDL099W" "S000002257" "ORF"
"TVP15" "OTHER" "1" "TVP15" "S. cerevisiae" "Tlg2-Vesicle Protein" "432" "YDR100W" "S000002507" "ORF"
"GET2" "OTHER" "1" "GET2" "S. cerevisiae" "Guided Entry of Tail-anchored proteins" "858" "YER083C" "S000000885" "ORF"
"GIP3" "OTHER" "1" "GIP3" "S. cerevisiae" "Glc7 Interacting Protein" "3831" "YPL137C" "S000006058" "ORF"
"AVT2" "OTHER" "1" "AVT2" "S. cerevisiae" "Amino acid Vacuolar Transport" "1443" "YEL064C" "S000000790" "ORF"
"SRP14" "OTHER" "1" "SRP14" "S. cerevisiae" "Signal Recognition Particle" "441" "YDL092W" "S000002250" "ORF"
"AGE1" "OTHER" "1" "AGE1" "S. cerevisiae" "Arf Gap with Effector function(s)" "1449" "YDR524C" "S000002932" "ORF"
"PDI1" "OTHER" "1" "PDI1" "S. cerevisiae" "Protein Disulfide Isomerase" "1569" "YCL043C" "S000000548" "ORF"
"HLJ1" "OTHER" "1" "HLJ1" "S. cerevisiae" "HomoLogous to E. coli dnaJ protein" "675" "YMR161W" "S000004771" "ORF"
"SPR2" "OTHER" "1" "SPR2" "S. cerevisiae" "SPorulation-Regulated" "711" "YOR214C" "S000005740" "ORF"
"YHR045W" "OTHER" "1" "" "S. cerevisiae" "" "1683" "YHR045W" "S000001087" "ORF"
"OST3" "OTHER" "1" "OST3" "S. cerevisiae" "OligoSaccharylTransferase" "1053" "YOR085W" "S000005611" "ORF"
"CAX4" "OTHER" "1" "CAX4" "S. cerevisiae" "CAlmodulin-dependent in cmd one two twenty-siX" "720" "YGR036C" "S000003268" "ORF"
"PHO91" "OTHER" "1" "PHO91" "S. cerevisiae" "PHOsphate metabolism" "2685" "YNR013C" "S000005296" "ORF"
"ALG1" "OTHER" "1" "ALG1" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1350" "YBR110W" "S000000314" "ORF"
"EMC2" "OTHER" "1" "EMC2" "S. cerevisiae" "ER Membrane protein Complex" "879" "YJR088C" "S000003848" "ORF"
"SPC3" "OTHER" "1" "SPC3" "S. cerevisiae" "Signal Peptidase Complex" "555" "YLR066W" "S000004056" "ORF"
"FAR8" "OTHER" "1" "FAR8" "S. cerevisiae" "Factor ARrest" "1572" "YMR029C" "S000004631" "ORF"
"ATG8" "OTHER" "1" "ATG8" "S. cerevisiae" "AuTophaGy related" "354" "YBL078C" "S000000174" "ORF"
"VIP1" "OTHER" "1" "VIP1" "S. cerevisiae" "" "3441" "YLR410W" "S000004402" "ORF"
"SNL1" "OTHER" "1" "SNL1" "S. cerevisiae" "Suppressor of Nup116-C Lethal" "480" "YIL016W" "S000001278" "ORF"
"YJU3" "OTHER" "1" "YJU3" "S. cerevisiae" "" "942" "YKL094W" "S000001577" "ORF"
"SRP102" "OTHER" "1" "SRP102" "S. cerevisiae" "Signal Recognition Particle" "735" "YKL154W" "S000001637" "ORF"
"TRS33" "OTHER" "1" "TRS33" "S. cerevisiae" "TRapp Subunit" "807" "YOR115C" "S000005641" "ORF"
"PHO86" "OTHER" "1" "PHO86" "S. cerevisiae" "PHOsphate metabolism" "936" "YJL117W" "S000003653" "ORF"
"COG2" "OTHER" "1" "COG2" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "789" "YGR120C" "S000003352" "ORF"
"YCR061W" "OTHER" "1" "" "S. cerevisiae" "" "1896" "YCR061W" "S000000657" "ORF"
"RNR2" "OTHER" "1" "RNR2" "S. cerevisiae" "RiboNucleotide Reductase" "1200" "YJL026W" "S000003563" "ORF"
"EDC3" "OTHER" "1" "EDC3" "S. cerevisiae" "Enhancer of mRNA DeCapping" "1656" "YEL015W" "S000000741" "ORF"
"ECM3" "OTHER" "1" "ECM3" "S. cerevisiae" "ExtraCellular Mutant" "1842" "YOR092W" "S000005618" "ORF"
"YIP3" "OTHER" "1" "YIP3" "S. cerevisiae" "Ypt-Interacting Protein" "610" "YNL044W" "S000004989" "ORF"
"GUP1" "OTHER" "1" "GUP1" "S. cerevisiae" "Glycerol UPtake" "1683" "YGL084C" "S000003052" "ORF"
"ALG3" "OTHER" "1" "ALG3" "S. cerevisiae" "Asparagine Linked Glycosylation" "1377" "YBL082C" "S000000178" "ORF"
"EMP24" "OTHER" "1" "EMP24" "S. cerevisiae" "EndoMembrane Protein" "612" "YGL200C" "S000003168" "ORF"
"PRY1" "OTHER" "1" "PRY1" "S. cerevisiae" "Pathogen Related in Yeast" "900" "YJL079C" "S000003615" "ORF"
"CWH43" "OTHER" "1" "CWH43" "S. cerevisiae" "Calcofluor White Hypersensitive" "2862" "YCR017C" "S000000610" "ORF"
"HRD3" "OTHER" "1" "HRD3" "S. cerevisiae" "HMG-coA Reductase Degradation" "2502" "YLR207W" "S000004197" "ORF"
"BIG1" "OTHER" "1" "BIG1" "S. cerevisiae" "Bad In Glucose" "1095" "YHR101C" "S000001143" "ORF"
"SEC24" "OTHER" "1" "SEC24" "S. cerevisiae" "SECretory" "2781" "YIL109C" "S000001371" "ORF"
"YIM1" "OTHER" "1" "YIM1" "S. cerevisiae" "" "1098" "YMR152W" "S000004760" "ORF"
"GIM4" "OTHER" "1" "GIM4" "S. cerevisiae" "Gene Involved in Microtubule biogenesis" "424" "YEL003W" "S000000729" "ORF"
"SBH1" "OTHER" "1" "SBH1" "S. cerevisiae" "Sec61 beta homolog 1" "249" "YER087C-B" "S000002128" "ORF"
"ALE1" "OTHER" "1" "ALE1" "S. cerevisiae" "Acyltransferase for Lyso-phosphatidylEthanolamine" "1860" "YOR175C" "S000005701" "ORF"
"YCK1" "OTHER" "1" "YCK1" "S. cerevisiae" "Yeast Casein Kinase I homolog" "1617" "YHR135C" "S000001177" "ORF"
"SPF1" "OTHER" "1" "SPF1" "S. cerevisiae" "Sensitivity to Pichia Farinosa killer toxin" "3648" "YEL031W" "S000000757" "ORF"
"CTF4" "OTHER" "1" "CTF4" "S. cerevisiae" "Chromosome Transmission Fidelity" "2784" "YPR135W" "S000006339" "ORF"
"DER1" "OTHER" "1" "DER1" "S. cerevisiae" "Degradation in the Endoplasmic Reticulum" "636" "YBR201W" "S000000405" "ORF"
"VPS45" "OTHER" "1" "VPS45" "S. cerevisiae" "Vacuolar Protein Sorting" "1734" "YGL095C" "S000003063" "ORF"
"ALG13" "OTHER" "1" "ALG13" "S. cerevisiae" "Asparagine-Linked Glycosylation" "609" "YGL047W" "S000003015" "ORF"
"SAY1" "OTHER" "1" "SAY1" "S. cerevisiae" "Steryl Acetyl hYdrolase" "1275" "YGR263C" "S000003495" "ORF"
"GOT1" "OTHER" "1" "GOT1" "S. cerevisiae" "GOlgi Transport" "499" "YMR292W" "S000004906" "ORF"
"GLO3" "OTHER" "1" "GLO3" "S. cerevisiae" "GLyOxalase" "1482" "YER122C" "S000000924" "ORF"
"FMP52" "OTHER" "1" "FMP52" "S. cerevisiae" "Found in Mitochondrial Proteome" "696" "YER004W" "S000000806" "ORF"
"KAP95" "OTHER" "1" "KAP95" "S. cerevisiae" "KAryoPherin" "2586" "YLR347C" "S000004339" "ORF"
"RPN1" "OTHER" "1" "RPN1" "S. cerevisiae" "Regulatory Particle Non-ATPase" "2982" "YHR027C" "S000001069" "ORF"
"RFS1" "OTHER" "1" "RFS1" "S. cerevisiae" "Rad55 (Fifty-five) Suppressor" "633" "YBR052C" "S000000256" "ORF"
"ERG25" "OTHER" "1" "ERG25" "S. cerevisiae" "ERGosterol biosynthesis" "930" "YGR060W" "S000003292" "ORF"
"APM3" "OTHER" "1" "APM3" "S. cerevisiae" "clathrin Adaptor Protein complex Medium chain" "1452" "YBR288C" "S000000492" "ORF"
"YPR063C" "OTHER" "1" "" "S. cerevisiae" "" "509" "YPR063C" "S000006267" "ORF"
"SEC66" "OTHER" "1" "SEC66" "S. cerevisiae" "SECretory" "621" "YBR171W" "S000000375" "ORF"
"DFR1" "OTHER" "1" "DFR1" "S. cerevisiae" "DihydroFolate Reductase" "636" "YOR236W" "S000005762" "ORF"
"IZH3" "OTHER" "1" "IZH3" "S. cerevisiae" "Implicated in Zinc Homeostasis" "1632" "YLR023C" "S000004013" "ORF"
"PHS1" "OTHER" "1" "PHS1" "S. cerevisiae" "PTPLA Homolog involved in Sphingolipid biosynthesis 1" "654" "YJL097W" "S000003633" "ORF"
"FRQ1" "OTHER" "1" "FRQ1" "S. cerevisiae" "FReQuenin homolog" "573" "YDR373W" "S000002781" "ORF"
"COG8" "OTHER" "1" "COG8" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "1824" "YML071C" "S000004536" "ORF"
"SEC18" "OTHER" "1" "SEC18" "S. cerevisiae" "SECretory" "2277" "YBR080C" "S000000284" "ORF"
"ERV41" "OTHER" "1" "ERV41" "S. cerevisiae" "ER Vesicle" "1152" "YML067C" "S000004532" "ORF"
"DRS2" "OTHER" "1" "DRS2" "S. cerevisiae" "Deficiency of Ribosomal Subunits" "4068" "YAL026C" "S000000024" "ORF"
"STV1" "OTHER" "1" "STV1" "S. cerevisiae" "Similar To VPH1" "2673" "YMR054W" "S000004658" "ORF"
"USE1" "OTHER" "1" "USE1" "S. cerevisiae" "Unconventional SNARE in the ER" "738" "YGL098W" "S000003066" "ORF"
"YJR015W" "OTHER" "1" "" "S. cerevisiae" "" "1533" "YJR015W" "S000003776" "ORF"
"GET1" "OTHER" "1" "GET1" "S. cerevisiae" "Guided Entry of Tail-anchored proteins" "708" "YGL020C" "S000002988" "ORF"
"FAR3" "OTHER" "1" "FAR3" "S. cerevisiae" "Factor ARrest" "615" "YMR052W" "S000004656" "ORF"
"STE14" "OTHER" "1" "STE14" "S. cerevisiae" "STErile" "720" "YDR410C" "S000002818" "ORF"
"AGP1" "OTHER" "1" "AGP1" "S. cerevisiae" "high-Affinity Glutamine Permease" "1902" "YCL025C" "S000000530" "ORF"
"PMT7" "OTHER" "1" "PMT7" "S. cerevisiae" "" "1989" "YDR307W" "S000002715" "ORF"
"SSS1" "OTHER" "1" "SSS1" "S. cerevisiae" "Sec Sixty-one Suppressor" "243" "YDR086C" "S000002493" "ORF"
"NTR2" "OTHER" "1" "NTR2" "S. cerevisiae" "NineTeen complex Related protein" "969" "YKR022C" "S000001730" "ORF"
"ICE2" "OTHER" "1" "ICE2" "S. cerevisiae" "Inheritance of Cortical ER" "1476" "YIL090W" "S000001352" "ORF"
"BET3" "OTHER" "1" "BET3" "S. cerevisiae" "Blocked Early in Transport" "582" "YKR068C" "S000001776" "ORF"
"VAC8" "OTHER" "1" "VAC8" "S. cerevisiae" "VACuole related" "1737" "YEL013W" "S000000739" "ORF"
"PMT3" "OTHER" "1" "PMT3" "S. cerevisiae" "Protein O-MannosylTransferase" "2262" "YOR321W" "S000005848" "ORF"
"VPS53" "OTHER" "1" "VPS53" "S. cerevisiae" "Vacuolar Protein Sorting" "2469" "YJL029C" "S000003566" "ORF"
"RTN2" "OTHER" "1" "RTN2" "S. cerevisiae" "ReTiculoN-like" "1182" "YDL204W" "S000002363" "ORF"
"CUE5" "OTHER" "1" "CUE5" "S. cerevisiae" "Coupling of Ubiquitin conjugation to ER degradation" "1236" "YOR042W" "S000005568" "ORF"
"EMC10" "OTHER" "1" "EMC10" "S. cerevisiae" "ER Membrane protein Complex" "618" "YDR056C" "S000002463" "ORF"
"USE1" "OTHER" "1" "USE1" "S. cerevisiae" "Unconventional SNARE in the ER" "738" "YGL098W" "S000003066" "ORF"
"COG6" "OTHER" "1" "COG6" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "2520" "YNL041C" "S000004986" "ORF"
"SEC18" "OTHER" "1" "SEC18" "S. cerevisiae" "SECretory" "2277" "YBR080C" "S000000284" "ORF"
"DPL1" "OTHER" "1" "DPL1" "S. cerevisiae" "Dihydrosphingosine Phosphate Lyase" "1770" "YDR294C" "S000002702" "ORF"
"SEC28" "OTHER" "1" "SEC28" "S. cerevisiae" "SECretory" "891" "YIL076W" "S000001338" "ORF"
"FPR2" "OTHER" "1" "FPR2" "S. cerevisiae" "FKBP Proline Rotamase" "408" "YDR519W" "S000002927" "ORF"
"COG5" "OTHER" "1" "COG5" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "1212" "YNL051W" "S000004996" "ORF"
"YHR045W" "OTHER" "1" "" "S. cerevisiae" "" "1683" "YHR045W" "S000001087" "ORF"
"YCR043C" "OTHER" "1" "" "S. cerevisiae" "" "384" "YCR043C" "S000000639" "ORF"
"COG7" "OTHER" "1" "COG7" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "840" "YGL005C" "S000002973" "ORF"
"GET3" "OTHER" "1" "GET3" "S. cerevisiae" "Guided Entry of Tail-anchored proteins" "1065" "YDL100C" "S000002258" "ORF"
"ERG5" "OTHER" "1" "ERG5" "S. cerevisiae" "ERGosterol biosynthesis" "1617" "YMR015C" "S000004617" "ORF"
"SEC27" "OTHER" "1" "SEC27" "S. cerevisiae" "SECretory" "2870" "YGL137W" "S000003105" "ORF"
"OPI3" "OTHER" "1" "OPI3" "S. cerevisiae" "OverProducer of Inositol" "621" "YJR073C" "S000003834" "ORF"
"BRE4" "OTHER" "1" "BRE4" "S. cerevisiae" "BREfeldin A sensitivity" "3378" "YDL231C" "S000002390" "ORF"
"SSO2" "OTHER" "1" "SSO2" "S. cerevisiae" "Supressor of Sec One" "888" "YMR183C" "S000004795" "ORF"
"GSF2" "OTHER" "1" "GSF2" "S. cerevisiae" "Glucose Signaling Factor" "1212" "YML048W" "S000004511" "ORF"
"RTN1" "OTHER" "1" "RTN1" "S. cerevisiae" "ReTiculoN-like" "888" "YDR233C" "S000002641" "ORF"
"POM33" "OTHER" "1" "POM33" "S. cerevisiae" "POre Membrane, 33 kDa" "840" "YLL023C" "S000003946" "ORF"
"YLR042C" "OTHER" "1" "" "S. cerevisiae" "" "486" "YLR042C" "S000004032" "ORF"
"CUE5" "OTHER" "1" "CUE5" "S. cerevisiae" "Coupling of Ubiquitin conjugation to ER degradation" "1236" "YOR042W" "S000005568" "ORF"
"CWH43" "OTHER" "1" "CWH43" "S. cerevisiae" "Calcofluor White Hypersensitive" "2862" "YCR017C" "S000000610" "ORF"
"SSS1" "OTHER" "1" "SSS1" "S. cerevisiae" "Sec Sixty-one Suppressor" "243" "YDR086C" "S000002493" "ORF"
"SSO2" "OTHER" "1" "SSO2" "S. cerevisiae" "Supressor of Sec One" "888" "YMR183C" "S000004795" "ORF"
"HRD1" "OTHER" "1" "HRD1" "S. cerevisiae" "HMG-coA Reductase Degradation" "1656" "YOL013C" "S000005373" "ORF"
"COG7" "OTHER" "1" "COG7" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "840" "YGL005C" "S000002973" "ORF"
"RTN1" "OTHER" "1" "RTN1" "S. cerevisiae" "ReTiculoN-like" "888" "YDR233C" "S000002641" "ORF"
"VPS53" "OTHER" "1" "VPS53" "S. cerevisiae" "Vacuolar Protein Sorting" "2469" "YJL029C" "S000003566" "ORF"
"COG5" "OTHER" "1" "COG5" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "1212" "YNL051W" "S000004996" "ORF"
"BRE4" "OTHER" "1" "BRE4" "S. cerevisiae" "BREfeldin A sensitivity" "3378" "YDL231C" "S000002390" "ORF"
"TLG2" "OTHER" "1" "TLG2" "S. cerevisiae" "T-snare affecting a Late Golgi compartment" "1194" "YOL018C" "S000005378" "ORF"
"MPD1" "OTHER" "1" "MPD1" "S. cerevisiae" "Multicopy suppressor of PDI1 deletion" "957" "YOR288C" "S000005814" "ORF"
